id,name,age,gender,city,country,credit_card,full_address,user_sign_up_date,user_last_purchase_date,user_status,user_total_purchases,user_segment,user_location,user_source_type,user_last_login_date,user_purchase_frequency,product_name,category,subcategory,price,date_purchase,quantity,rating,comment
576,Michael Freeman,11,M,Jeremyport,Kenya,5579192677307675,"83335 Fuller Station, Lake Michael, NC 30890",2023-05-12,2023-08-15,Active,6,Frequent Shopper,East Paul,Paid Ads,2023-08-24,Monthly,TastyBeverages,Grocery,Beverages,202,2021-07-01,10,2,Southern long thought college war reach.
1103,Angela Adams,150,M,East Brianna,Tonga,2422381612198143,"64467 Mckenzie Way Suite 377, Mathismouth, OK 92056",2023-02-11,2023-08-22,Active,11,High Value,New Joshua,Referral,2023-08-23,Monthly,FictionTales,Books,Fiction,-28,2022-04-28,1,0,Off close practice executive.
278,Carol Moore,4,M,Vaughanville,Macao,2270677148545563,"024 Cook Lakes Suite 337, East Bethany, GU 55122",2023-07-09,2023-08-08,Active,15,High Value,Kevintown,Referral,2023-08-17,Monthly,FictionTales,Books,Fiction,665,2022-03-03,-3,1,Use how big.
79,Michael Garcia,4,F,Jonesfort,Benin,2279444754299634,"Unit 3033 Box 1678, DPO AP 85594",2022-10-30,2023-01-25,Churned,1,Occasional Shopper,Thompsonmouth,Organic Search,2023-07-18,Yearly,PhoneMaster,Electronics,Phone,-74,2023-05-18,10,1,Mean end put operation need ball our news.
611,Thomas Palmer,150,M,New Michael,British Virgin Islands,2554749421376367,"42822 Sherman Creek Suite 737, Port Michaelland, AS 79898",2023-07-24,2023-07-31,Active,14,High Value,South Zachary,Paid Ads,2023-08-24,Monthly,SnacksBurst,Grocery,Snacks,961,2021-04-29,-4,1,Exist notice keep sea per student.
43,Elizabeth Cunningham,72,M,Henryhaven,Colombia,2288675704312592,"8623 Booth Stravenue, Port Christopherhaven, AR 85980",2023-06-19,2023-06-29,Active,5,Occasional Shopper,West Scott,Referral,2023-08-18,Yearly,MegaSpeaker,Electronics,Speaker,-17,2022-08-12,-1,1,American here respond join.
1332,Christian Gordon,-1,F,Medinamouth,Burkina Faso,2238789075849461,"9851 Lynn Wells Apt. 754, Lake Heatherside, MO 05260",2022-04-20,2023-02-23,Churned,14,High Value,North Alexishaven,Organic Search,2023-06-01,Yearly,VegetablesBurst,Grocery,Vegetables,-67,2022-01-24,-4,1,Together best alone now trip.
131,Alexis Ramirez,150,M,Ramosberg,Malaysia,2395487900952753,"27623 Graham Shores, Ingramview, RI 60306",2022-04-07,2022-12-25,Churned,4,Occasional Shopper,Carpentershire,Referral,2022-12-29,Yearly,The Art of Non-fiction,Books,Non-fiction,647,2021-07-22,4,1,All behavior why.
274,Ashley Curry,97,F,Liborough,South Georgia and the South Sandwich Islands,2259536484579161,"53673 Erin Isle Suite 430, Mooreside, AK 37229",2023-07-09,2023-08-22,Active,7,Frequent Shopper,East Briannaborough,Referral,2023-08-25,Monthly,MegaSpeaker,Electronics,Speaker,-30,2020-09-26,-4,3,Store green course loss increase factor high.
1037,Lauren Jordan,24,M,Lake Marychester,Guernsey,2524114307425258,"585 Park Plain Apt. 303, Danielton, VI 84456",2023-04-24,2023-05-08,Churned,10,Frequent Shopper,West Joyce,Organic Search,2023-08-02,Yearly,SofaPlus,Furniture,Sofa,-29,2022-09-13,7,2,International would wife see medical mean force.
426,Christopher Romero,-4,M,South Patricia,Georgia,5494320871174219,"6205 Robinson Stream, Popeborough, MS 77572",2022-01-13,2022-06-05,Churned,4,Occasional Shopper,Port Jill,Paid Ads,2022-08-07,Rarely,ChairDeluxe,Furniture,Chair,-52,2021-05-06,-2,6,Out idea too.
17,Rodney Sweeney,34,F,Port Aliciaview,Aruba,2262200324987655,"9898 Velez Road Suite 454, East Marie, AL 00803",2023-06-22,2023-07-12,Active,5,Occasional Shopper,New Rhondaport,Organic Search,2023-07-21,Yearly,FreshVegetables,Grocery,Vegetables,-55,2021-08-28,6,6,Edge record skin in require color.
220,Mary Davis,150,M,Cherylmouth,Mauritania,2720472090063567,"PSC 5114, Box 3875, APO AA 79823",2022-04-22,2022-09-16,Churned,11,High Value,East Charlesberg,Referral,2022-12-30,Yearly,,Clothing,Pants,-33,2023-02-04,-1,-1,Send field ok action son election.
370,Joseph Woods,32,M,West Connor,British Indian Ocean Territory (Chagos Archipelago),2278592653639333,"5250 Moss Pine, South Pamelaview, CA 37966",2022-01-31,2022-06-01,Churned,7,Frequent Shopper,Leachview,Paid Ads,2023-05-12,Rarely,PhonePro,Electronics,Phone,-11,2021-08-23,-5,1,Future nature grow person or work.
994,David Ellison,3,M,Woodland,Grenada,2277973550467310,"099 Brown Harbors Suite 425, Josephhaven, OK 85883",2021-11-09,2022-03-15,Churned,12,High Value,Allisontown,Referral,2022-03-25,Rarely,FreshSnacks,Grocery,Snacks,-65,2020-12-05,-1,6,Indicate out fire spend best bit develop.
750,Katherine Foster,1,F,West Theresastad,Sri Lanka,5379173165889533,"72654 Justin Alley, Teresafort, FM 31521",2023-01-12,2023-01-22,Churned,14,High Value,Richardburgh,Paid Ads,2023-06-07,Yearly,ShirtGuide,Clothing,Shirt,369,2022-09-20,-4,2,Model difference red black half over school his.
45,Robin Day,18,M,East Tiffanyshire,Czech Republic,2270985895054246,"84234 Whitney Loaf Suite 548, New Jimmyshire, MN 10010",2021-10-18,2022-02-05,Churned,3,Occasional Shopper,North Paul,Paid Ads,2022-03-11,Rarely,ProJacket,Clothing,Jacket,673,2021-01-30,3,0,Article popular tax manager weight actually.
1475,Joseph Simmons,150,M,South Robertmouth,New Zealand,2285568226174199,"521 Heidi Mills Apt. 549, Lake Wanda, CT 66190",2022-11-28,2023-08-18,Active,1,Occasional Shopper,North Tonyaburgh,Paid Ads,2023-08-18,Monthly,PhoneMaster,Electronics,Phone,-38,2022-09-07,-1,6,Ground along take thank anything.
694,Natalie Daniel,150,M,Brownview,Dominica,2245819653312326,"PSC 5112, Box 8186, APO AA 90626",2021-10-11,2023-05-09,Churned,11,High Value,Martinborough,Referral,2023-05-25,Yearly,PhonePro,Electronics,Phone,-23,2023-02-02,5,2,Customer room doctor matter.
996,Lisa Ward,3,F,Meyerhaven,Saint Pierre and Miquelon,2278762632070583,"34498 Holloway Views, Port Marcton, MD 17469",2021-09-17,2022-11-02,Churned,14,High Value,North Roberto,Referral,2023-05-13,Yearly,ComfortSofa,Furniture,Sofa,-60,2020-11-28,6,4,Rate level country upon main all personal.
716,Sherry Buckley,-3,M,South Ashley,Papua New Guinea,2654297292778732,"99841 Woods Vista, Lake Donnaview, MS 04979",2023-02-09,2023-05-09,Churned,5,Occasional Shopper,Brookeburgh,Organic Search,2023-06-02,Yearly,SofaDeluxe,Furniture,Sofa,-6,2023-03-19,3,2,Hand never improve walk.
1448,Shelby Wright,150,M,New Adriantown,Andorra,2279265851640481,"821 Eric Forge, Walkerberg, OR 49928",2022-01-23,2023-06-24,Active,12,High Value,Gibsonview,Organic Search,2023-07-13,Yearly,SofaPlus,Furniture,Sofa,-28,2023-07-18,7,4,Issue community model we.
525,Carlos Ferguson,53,F,Cookstad,Greece,2267218580988295,"59943 Salazar Trace, New Ericaville, FM 87586",2023-07-25,2023-08-18,Active,10,Frequent Shopper,Wrightland,Organic Search,2023-08-23,Monthly,SofaDeluxe,Furniture,Sofa,-95,2022-02-24,-2,6,Rest recent morning eight word song art.
1042,Shannon Smith,150,F,Lake Jessica,Namibia,2259654662477148,"0317 Kaitlin Brook, South Kellie, OK 88244",2023-08-06,2023-08-15,Active,9,Frequent Shopper,Yangbury,Organic Search,2023-08-25,Monthly,JacketWear,Clothing,Jacket,794,2023-05-02,3,6,Worker property indeed.
271,Donald Pennington,23,M,North Amberburgh,United Arab Emirates,5220721301860411,"84980 Jason Prairie, South Roy, MN 56169",2022-08-25,2023-07-22,Active,9,Frequent Shopper,Vancebury,Referral,2023-08-23,Yearly,ShirtWear,Clothing,Shirt,81,2022-11-05,8,3,Network practice plant bring protect data.
639,Michelle Wells,3,M,New Mallorychester,Kenya,2292799336312525,"7469 Hess Trafficway, Seanberg, NV 07661",2023-01-03,2023-07-18,Active,7,Frequent Shopper,Mathewsport,Referral,2023-08-18,Yearly,PantsWear,Clothing,Pants,-20,2022-06-10,0,6,Company citizen opportunity culture particularly.
1047,Keith Lopez,2,F,Torresview,United States of America,2442164135406474,"62137 Robert Dale Apt. 896, East Dominique, MP 27052",2021-11-21,2022-08-13,Churned,10,Frequent Shopper,Port Sandra,Organic Search,2022-12-04,Rarely,BeveragesBurst,Grocery,Beverages,-76,2023-01-19,7,3,Success left public.
1254,Carlos Rice,47,M,Chelseashire,United States Minor Outlying Islands,5262875159991949,"001 Irwin Shore, New Joel, AK 96315",2022-03-05,2022-10-01,Churned,7,Frequent Shopper,Myersmouth,Paid Ads,2023-01-18,Yearly,ShirtWear,Clothing,Shirt,970,2022-05-10,10,5,Consider mind can local although.
1384,Isaiah Griffith,84,M,West Amandaton,Colombia,5377690763999754,"16001 Henry Island Suite 181, Reynoldsport, PA 41817",2023-07-06,2023-07-09,Active,13,High Value,Elizabethville,Paid Ads,2023-08-22,Yearly,SnacksBurst,Grocery,Snacks,308,2022-05-24,-5,1,Collection two condition service admit study hand describe.
441,James Cook,31,M,East Katherineville,Suriname,5409446708568465,"0713 Jeremy Dam Apt. 872, Port Bryanfurt, NJ 29317",2022-08-03,2023-05-21,Churned,15,High Value,West Aimeeberg,Referral,2023-07-19,Yearly,TastyVegetables,Grocery,Vegetables,771,2021-05-15,-5,1,Paper window tough loss understand establish north.
1079,Shawn Romero,-4,F,New Jack,Netherlands,2267758347677848,"540 Rachel Shore Suite 309, Barnettberg, DE 34341",2023-07-30,2023-08-07,Active,4,Occasional Shopper,Lanemouth,Organic Search,2023-08-16,Monthly,SofaPlus,Furniture,Sofa,-62,2020-11-09,-4,0,Range involve different you much.
185,Kimberly Collins,-5,F,South Jessicaville,Costa Rica,2451227060875456,"30526 Tucker Ports Suite 986, South Edward, WI 57185",2022-12-05,2023-05-14,Churned,6,Frequent Shopper,Kurtburgh,Paid Ads,2023-06-21,Yearly,UltraPhone,Electronics,Phone,-90,2020-12-30,1,-1,Huge analysis change computer later enter enjoy lot.
1300,Kaitlin Hernandez,83,F,Port Michellemouth,Myanmar,2455359373201801,"8773 Mark Courts, West Richardfurt, WY 26462",2022-06-24,2023-03-06,Churned,6,Frequent Shopper,Beckyview,Organic Search,2023-06-12,Yearly,,Clothing,Pants,-13,2022-07-05,-3,6,Trouble difference various manager trip matter according.
1140,Jacqueline Carey,29,M,Port Carlos,Finland,2226170217939409,"6865 Marie Curve Suite 797, Wallaceshire, GU 81303",2022-07-17,2022-09-26,Churned,13,High Value,Brooketown,Paid Ads,2023-02-01,Yearly,,Furniture,Sofa,-6,2021-11-21,-2,5,Short begin instead especially collection create water.
263,Renee Bass,88,M,Hernandezside,Jersey,2226085105913961,"3172 Carla Springs Suite 883, East Shawnview, RI 86716",2021-09-22,2023-04-01,Churned,5,Occasional Shopper,Shannonhaven,Organic Search,2023-07-26,Yearly,Non-fictionTales,Books,Non-fiction,-12,2022-09-06,6,2,Finish per begin whole community detail baby.
670,Thomas Woodward,-5,F,North Mathew,Palestinian Territory,5180601427194549,"6651 Wesley Vista Suite 398, South Preston, MN 04365",2023-01-06,2023-03-01,Churned,3,Occasional Shopper,West Juan,Organic Search,2023-06-15,Yearly,ComfortTable,Furniture,Table,-65,2021-01-20,9,0,Piece region own.
1469,Pamela Davis,5,F,New Sara,Puerto Rico,5222159175843528,"Unit 3027 Box 1554, DPO AA 55477",2022-09-28,2022-10-24,Churned,10,Frequent Shopper,Theresabury,Organic Search,2022-12-15,Yearly,PantsWear,Clothing,Pants,401,2022-02-17,4,-1,Four expert involve easy fly story.
945,Adrian Reese,60,M,Port Kiaraland,Oman,2224138878616501,"67093 Randall Port, Huntburgh, CA 33746",2023-04-29,2023-06-13,Active,2,Occasional Shopper,West Dustinland,Referral,2023-08-18,Yearly,FreshSnacks,Grocery,Snacks,-78,2022-07-09,7,2,Method standard court successful watch tough truth.
309,Robert Maynard,4,F,West Destinyville,Nauru,2231604370384592,"31366 Lisa Walk Apt. 462, West Jeremyfurt, MD 21827",2022-09-21,2023-08-24,Active,6,Frequent Shopper,Toddstad,Referral,2023-08-24,Monthly,ProPants,Clothing,Pants,361,2022-10-13,2,0,General mouth worker tend various board send.
618,Breanna Miller,150,M,North Olivia,San Marino,5175014181581165,"66174 Victor Overpass, Thompsonview, PR 24528",2022-09-05,2023-07-04,Active,8,Frequent Shopper,South Brianshire,Paid Ads,2023-08-18,Yearly,FictionGuide,Books,Fiction,201,2021-01-19,-5,6,Serve big rate seven.
837,Marcus Holland,150,F,Brandonbury,Saint Helena,5587262088913005,"50145 Herrera Greens, Wendyborough, ID 32331",2022-04-08,2023-05-19,Churned,13,High Value,New Lisa,Referral,2023-08-21,Yearly,BeveragesBurst,Grocery,Beverages,-19,2020-11-11,10,2,Education while Republican peace various.
91,Holly Jacobs,-5,F,Port Corybury,Barbados,2227435058313439,"03793 Richard Cliff Apt. 970, Heatherland, OK 37542",2021-10-28,2022-01-19,Churned,6,Frequent Shopper,Welchhaven,Organic Search,2023-04-30,Rarely,TableDeluxe,Furniture,Table,743,2020-11-27,6,2,Away information follow room.
932,Mr. Matthew Lutz,25,M,South Vickistad,Colombia,2267469280051294,"7667 Gail Streets Suite 886, North Lisaberg, FM 71745",2022-09-13,2023-07-13,Active,5,Occasional Shopper,Lake Andrew,Organic Search,2023-07-21,Yearly,ComfortChair,Furniture,Chair,170,2022-05-02,-4,-1,Why foreign billion size spend stuff ask issue.
1228,Bethany Lynch,81,F,South Stephanieshire,Martinique,2426724429479493,"0927 Kimberly Pike Apt. 040, Port Brandi, NJ 75759",2021-11-12,2023-08-03,Active,7,Frequent Shopper,Lake Lisa,Organic Search,2023-08-10,Monthly,VegetablesBurst,Grocery,Vegetables,411,2022-04-02,-5,6,Base from course indicate.
649,Sue Steele,150,M,Harrishaven,United States Minor Outlying Islands,5131930823749337,"2267 Stephanie Trafficway Apt. 007, New Robert, AK 73498",2023-06-15,2023-07-04,Active,2,Occasional Shopper,Annashire,Referral,2023-07-17,Yearly,JacketWear,Clothing,Jacket,-79,2021-11-07,8,2,Source free close behavior car board chance.
669,Sarah Buckley,49,M,Port Natasha,Mozambique,2519239938242082,"84647 Rios Isle Apt. 761, North Jefftown, LA 73996",2021-11-03,2022-08-16,Churned,10,Frequent Shopper,Delgadofort,Organic Search,2023-07-11,Rarely,ProPants,Clothing,Pants,-32,2021-11-19,-1,0,Throw modern situation trade common how it.
190,Donald Nelson,-4,F,Lydiahaven,Haiti,2286063408476132,"12066 Luna Light Apt. 483, Andersonstad, NJ 54878",2022-09-19,2022-10-05,Churned,15,High Value,Walkerhaven,Organic Search,2022-11-30,Yearly,ProJacket,Clothing,Jacket,913,2022-12-08,10,6,Race morning actually expect quickly.
13,Ryan Burnett,99,M,Johnschester,Iceland,2713184823223967,"55219 Cynthia Parkways, Lake David, NE 71682",2022-12-09,2023-08-15,Active,3,Occasional Shopper,Lake Erichaven,Referral,2023-08-17,Monthly,TastyBeverages,Grocery,Beverages,-98,2022-10-28,-2,4,Town tree black trip like another explain.
169,Caitlin Atkinson,-5,M,New Andrew,Cape Verde,2708903348445632,"69799 Shaun Village Suite 781, Cherylchester, MT 89062",2022-05-02,2023-05-21,Churned,7,Frequent Shopper,South Josephberg,Referral,2023-06-12,Yearly,LaptopMaster,Electronics,Laptop,170,2022-09-28,10,-1,Indicate woman camera hear.
1346,Brenda Gill,5,M,Port Miranda,Haiti,5476217168846818,"406 Aaron Fords Suite 930, East Erica, OR 61761",2022-10-14,2023-07-22,Active,2,Occasional Shopper,Richardmouth,Paid Ads,2023-08-06,Yearly,FictionGuide,Books,Fiction,-43,2023-03-08,4,4,Amount big dinner dream scene environmental none.
1026,Eugene Campbell,48,F,South Vincentburgh,Azerbaijan,2493042656513670,"656 Hill Villages Apt. 821, Lake Kathrynhaven, FL 90764",2022-04-12,2023-01-27,Churned,7,Frequent Shopper,South Tommy,Referral,2023-03-13,Yearly,ComfortTable,Furniture,Table,-22,2023-03-21,8,5,Nature might society should long occur.
541,Mark Lee,39,M,Rodriguezshire,North Macedonia,5254052410315777,"858 Thomas Manor, Burtonhaven, CO 26277",2021-10-28,2022-10-07,Churned,15,High Value,Ramseyville,Organic Search,2023-02-07,Yearly,SnacksBurst,Grocery,Snacks,-36,2021-03-25,5,4,Finally stop bag between eat.
1095,Brian Walton,85,M,Sarahfort,Ukraine,5583194874508067,"1893 Nathan Mountains, Hoffmanborough, CT 91565",2022-10-03,2023-02-07,Churned,3,Occasional Shopper,Taylorhaven,Referral,2023-03-15,Yearly,ComfortChair,Furniture,Chair,552,2022-08-05,9,2,Cost stop realize break court civil take.
1482,Sarah Reid,78,F,East Shawnashire,Colombia,2254930319609803,"72024 Lori Spur, New Laura, TN 20543",2022-03-19,2023-05-22,Churned,8,Frequent Shopper,Lake Zachary,Referral,2023-08-21,Yearly,PantsFits,Clothing,Pants,17,2023-06-26,4,5,Among assume option beautiful.
602,Matthew Roberts,-3,M,Lake Sylvia,Kenya,2705610510262447,"247 Victoria Club Suite 831, Grayville, VA 32210",2022-08-31,2022-11-01,Churned,4,Occasional Shopper,Cindymouth,Referral,2023-02-12,Yearly,ProJacket,Clothing,Jacket,927,2023-02-04,-4,6,Wear always agree continue sing difficult half.
1114,Justin Gonzalez,150,M,Scottmouth,Algeria,2292802834009450,"0500 Murphy Vista Suite 137, Tinamouth, ND 15382",2023-07-24,2023-08-19,Active,7,Frequent Shopper,Kellieberg,Referral,2023-08-24,Monthly,The Art of Non-fiction,Books,Non-fiction,336,2021-07-21,4,2,Care mouth moment enjoy.
466,Karen Garza,5,F,Port Gary,Reunion,2264723698339714,"843 Donald Lock Suite 986, Zacharyberg, OH 79330",2022-09-12,2022-11-12,Churned,7,Frequent Shopper,South Jerrychester,Referral,2023-02-28,Yearly,ChairDeluxe,Furniture,Chair,861,2021-12-27,7,1,Deep interest hand wife.
302,Dwayne Williams,20,M,South Lisa,Lithuania,2228873502469853,"33559 Brian Track Suite 527, Stewartmouth, MN 67453",2022-08-22,2022-11-20,Churned,13,High Value,East Aarontown,Paid Ads,2023-01-04,Yearly,ComfortTable,Furniture,Table,491,2021-10-31,8,0,Trip coach fill western.
1044,Andrew Kennedy,-4,M,North Alexander,Andorra,2296704852369467,"99461 Browning Cliff Apt. 815, Stephaniemouth, KY 22502",2021-11-06,2022-11-17,Churned,10,Frequent Shopper,New Judybury,Organic Search,2022-12-18,Yearly,ProPants,Clothing,Pants,-2,2022-04-28,-1,4,Indeed only brother different that sign.
979,Evelyn Gibson,150,F,Martinezhaven,China,2266968567439545,"9491 Michael Throughway Apt. 206, South Margaretchester, FM 52440",2022-10-05,2023-07-31,Active,9,Frequent Shopper,Bakerland,Referral,2023-08-16,Monthly,SpeakerMaster,Electronics,Speaker,467,2022-02-21,-5,5,Road indicate ask conference usually prepare.
222,Derrick Howard,0,F,Chelseashire,Luxembourg,2450946003944522,"41893 Jordan Isle Suite 113, North Cindy, IN 52798",2022-06-26,2023-08-01,Active,13,High Value,Riverahaven,Paid Ads,2023-08-13,Monthly,The Art of Fiction,Books,Fiction,692,2023-06-03,10,6,One official as conference tend late image financial.
657,Troy Carter,39,M,Chandlerport,Vietnam,5369539662600361,"Unit 6761 Box 8975, DPO AA 61543",2022-07-08,2023-03-09,Churned,14,High Value,South Michelleside,Paid Ads,2023-08-02,Yearly,FreshBeverages,Grocery,Beverages,970,2023-08-02,-5,-1,Sea sea five operation.
440,Brandon Holt,150,M,North Jonathanland,Mismatched Country,5471282469092475,"82145 Kristin Squares, Port Kennethtown, NJ 71036",2022-06-24,2022-11-27,Churned,9,Frequent Shopper,Hilltown,Organic Search,2023-08-21,Yearly,,Electronics,Laptop,-9,2022-12-17,-4,5,Born body exactly ago sometimes option.
238,Gregory Mitchell,150,M,South Vanessa,Sudan,5492984097621287,"4148 Rose Estates Suite 643, Rachelmouth, GA 35555",2021-12-20,2022-06-17,Churned,6,Frequent Shopper,Jennaburgh,Organic Search,2023-06-20,Rarely,FreshSnacks,Grocery,Snacks,71,2020-12-25,0,6,Close billion that international.
788,Katie Craig,-2,M,New Michaelfurt,Romania,2249520615280082,"41990 Dustin Road Apt. 915, Port Felicia, UT 97332",2022-01-28,2023-04-14,Churned,12,High Value,Port Samuelside,Referral,2023-06-03,Yearly,BeveragesBurst,Grocery,Beverages,-52,2022-05-22,6,3,Or rise opportunity certainly group just run.
431,Steven Morgan,78,M,Sandrahaven,Ethiopia,2297483917159374,"079 Sarah Glen, North Laurie, PW 52437",2022-05-14,2023-02-21,Churned,8,Frequent Shopper,Jasonland,Paid Ads,2023-04-02,Yearly,SpeakerPro,Electronics,Speaker,955,2022-08-26,4,6,You actually house officer.
415,Richard Wilson,5,M,West Kevin,Martinique,2582022913434169,"Unit 2928 Box 4461, DPO AP 94363",2023-03-29,2023-06-17,Active,11,High Value,South Elijahhaven,Referral,2023-07-27,Yearly,FictionGuide,Books,Fiction,-36,2020-11-01,-1,6,Dog picture price wonder set claim.
1474,Maria George,39,F,North Timothybury,Albania,2700353171609250,"47840 Serrano Square, Amberside, GU 96725",2023-07-27,2023-08-22,Active,11,High Value,Grantburgh,Referral,2023-08-23,Monthly,FreshBeverages,Grocery,Beverages,-100,2021-01-05,-3,6,Little charge actually condition speak.
432,Alicia Gallegos,150,F,Armstrongburgh,Congo,5313917971547167,"5681 Smith Summit Apt. 395, East Jeff, NE 08766",2022-01-30,2022-02-05,Churned,1,Occasional Shopper,North Mary,Organic Search,2022-08-09,Rarely,PantsWear,Clothing,Pants,-3,2021-05-29,-5,0,Manage relate wife which population.
1377,Todd Young,150,M,Port Williamport,Niue,2272429192320347,"79394 Christine Hill Apt. 233, West Gary, HI 66997",2023-06-14,2023-07-19,Active,6,Frequent Shopper,North Lauraberg,Paid Ads,2023-08-24,Yearly,Non-fictionTales,Books,Non-fiction,821,2020-12-01,7,0,Pretty painting evidence prepare.
132,Jacob Eaton,5,F,Davidmouth,Ethiopia,2247861652964226,"7095 Caleb Mountains, Virginiaburgh, FL 11239",2022-07-11,2022-11-18,Churned,10,Frequent Shopper,Kennethshire,Organic Search,2023-06-02,Yearly,BeveragesBurst,Grocery,Beverages,775,2021-02-19,0,3,Others live take six.
250,Melissa Warren,2,M,Jenniferborough,Equatorial Guinea,2222360534909185,"8815 Burton Station, West Andrea, PW 73021",2022-04-23,2023-01-07,Churned,4,Occasional Shopper,Port Monique,Organic Search,2023-07-14,Yearly,SpeakerPro,Electronics,Speaker,222,2022-04-11,-2,1,Space American even tax central feeling Congress.
610,Ernest Walsh,55,M,Bryanburgh,Qatar,5519770735166911,"37889 Crystal Fall Apt. 133, Johnsonstad, OR 91558",2021-11-19,2022-06-08,Churned,6,Frequent Shopper,Port Brittney,Paid Ads,2023-05-12,Rarely,ShirtFits,Clothing,Shirt,-37,2022-01-18,0,3,Evening rise memory enjoy.
22,Edward Munoz,3,F,East Wesley,Bangladesh,5421270250842290,"4478 Allison Pine, Ellenstad, NV 35691",2023-03-27,2023-06-16,Active,8,Frequent Shopper,Donovanport,Referral,2023-06-25,Yearly,VegetablesBurst,Grocery,Vegetables,22,2023-01-01,-3,4,Thing interview though begin call may.
1055,Savannah Gray,63,M,Banksburgh,Marshall Islands,2221812179340150,"57363 Smith Rue, North Johnshire, AS 69060",2023-03-14,2023-06-13,Active,6,Frequent Shopper,Lake Stephanieside,Referral,2023-08-12,Yearly,TablePlus,Furniture,Table,12,2022-07-25,-1,6,Democratic candidate speech fire.
1009,Whitney Hurley,150,F,Jamesside,Azerbaijan,2266357037037610,"000 Wendy Gateway Apt. 209, Harrisonport, SD 49684",2023-02-18,2023-06-06,Active,5,Occasional Shopper,Lake Michellemouth,Paid Ads,2023-06-08,Yearly,ProJacket,Clothing,Jacket,-54,2023-08-14,-5,-1,Adult within interview too agree.
388,Chase Watts,-4,M,Lake Johnathan,Ireland,2509681752169069,"20894 Ramos Springs Apt. 148, West Brandonhaven, UT 81660",2022-06-16,2023-05-08,Churned,4,Occasional Shopper,North Stephanie,Referral,2023-06-25,Yearly,ProPants,Clothing,Pants,-32,2022-09-25,1,6,Official worker myself trip beat.
1283,Lynn Ortiz,150,M,Howeborough,France,2238951898997055,"30278 Love Streets Suite 441, North Maria, ME 81645",2021-08-30,2022-01-09,Churned,13,High Value,South Jessicashire,Referral,2022-12-11,Rarely,ProPants,Clothing,Pants,24,2021-04-11,0,2,Away Democrat song.
1132,Theresa Gonzalez,-2,M,Lewisborough,China,2228104703736100,"93980 Vasquez Freeway, West Josephtown, NV 99310",2021-10-20,2021-12-26,Churned,12,High Value,North Nicolemouth,Organic Search,2022-06-18,Rarely,SnacksBurst,Grocery,Snacks,886,2021-06-05,-2,1,Four see still.
1168,Tiffany Smith,94,F,Lake Joseph,Bhutan,2278795027810312,"3291 Cole Dam Apt. 361, East Markbury, MS 02695",2023-02-10,2023-02-24,Churned,14,High Value,Lake Melissatown,Organic Search,2023-08-17,Yearly,Non-fictionGuide,Books,Non-fiction,912,2022-12-12,1,-1,Room teacher business chance way seven every hospital.
262,Shelley Castaneda,150,F,Charleston,Macao,2298743192729145,"64392 Sarah Islands Apt. 677, New Michaelport, SC 51752",2023-03-07,2023-06-28,Active,9,Frequent Shopper,Janicebury,Paid Ads,2023-08-14,Yearly,SnacksBurst,Grocery,Snacks,376,2022-12-31,3,-1,Term study cost together kind deal.
38,Laura Wilson MD,150,M,Darinburgh,Philippines,2655856325320850,"52359 Christopher Passage, Shaneberg, OH 39569",2023-03-13,2023-07-21,Active,1,Occasional Shopper,Port Juliebury,Paid Ads,2023-07-21,Yearly,LaptopPro,Electronics,Laptop,-80,2021-01-21,9,0,Effort fast community mother phone.
712,Kevin House,150,M,North Emily,Liechtenstein,2707680697419951,"9559 Paul Court, Port Melissaview, WI 80851",2021-11-17,2023-07-24,Active,13,High Value,Edwardsfort,Referral,2023-08-21,Yearly,MegaLaptop,Electronics,Laptop,204,2021-04-06,6,4,Receive wife suffer step most.
667,Sarah Mann,-5,F,South Lisa,Tunisia,2246570941091755,"392 Daniel Park Suite 849, West Paula, OR 20800",2022-04-02,2022-07-24,Churned,10,Frequent Shopper,Carrollland,Referral,2022-10-27,Rarely,SpeakerPro,Electronics,Speaker,-23,2021-01-23,-3,5,Remember second today spring second entire.
954,Kimberly Murray,83,M,Johnsonfort,Saint Lucia,2229528300349454,"5673 Rhodes Islands Suite 474, Buckleyborough, MO 81504",2022-03-04,2023-06-07,Active,1,Occasional Shopper,Sandovalstad,Paid Ads,2023-07-12,Yearly,LaptopMaster,Electronics,Laptop,547,2020-10-21,-5,2,Remember public series draw contain.
141,Jorge Stephens,150,F,Lorraineview,Nigeria,2242306297484961,"446 Matthew Orchard, Bradland, MD 50786",2022-05-26,2022-07-09,Churned,1,Occasional Shopper,East Charlesbury,Paid Ads,2023-04-02,Rarely,FreshSnacks,Grocery,Snacks,-28,2023-01-02,5,4,Nearly oil thousand body.
1239,Julia French,4,M,Lindaland,Montenegro,2700012953571589,"77576 Williams Rest, South Michael, FL 80817",2023-03-06,2023-06-14,Active,4,Occasional Shopper,Sextonville,Paid Ads,2023-07-06,Yearly,PhoneMaster,Electronics,Phone,155,2022-12-04,-4,1,She rock international board rise person.
177,Rachel Ruiz,-3,M,East Angelatown,Pakistan,2281030651113642,"728 Matthew Rapids, Andrewsfurt, IA 52591",2021-12-23,2022-09-04,Churned,10,Frequent Shopper,South Stephenfurt,Organic Search,2022-12-28,Yearly,EducationalTales,Books,Educational,-64,2020-08-27,1,5,Offer cup student nice whole.
